items,support,ordered_statistics,length
frozenset({'얼'}),0.0004929173047473201,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'얼'}), confidence=0.0004929173047473201, lift=1.0)]",1
frozenset({'얼굴'}),0.00041156202143950997,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'얼굴'}), confidence=0.00041156202143950997, lift=1.0)]",1
frozenset({'얼른'}),0.001471573506891271,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'얼른'}), confidence=0.001471573506891271, lift=1.0)]",1
frozenset({'얼릉'}),0.00014356814701378255,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'얼릉'}), confidence=0.00014356814701378255, lift=1.0)]",1
frozenset({'얼마'}),0.002210949464012251,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'얼마'}), confidence=0.002210949464012251, lift=1.0)]",1
frozenset({'얼마나'}),0.0007968032159264931,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'얼마나'}), confidence=0.0007968032159264931, lift=1.0)]",1
frozenset({'엄마'}),0.0031465352220520675,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'엄마'}), confidence=0.0031465352220520675, lift=1.0)]",1
frozenset({'엄빠'}),0.00015313935681470137,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'엄빠'}), confidence=0.00015313935681470137, lift=1.0)]",1
frozenset({'엄지'}),0.0002703866768759571,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'엄지'}), confidence=0.0002703866768759571, lift=1.0)]",1
frozenset({'업'}),0.0002153522205206738,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'업'}), confidence=0.0002153522205206738, lift=1.0)]",1
frozenset({'업그레이드'}),0.001076761102603369,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'업그레이드'}), confidence=0.001076761102603369, lift=1.0)]",1
frozenset({'업글'}),0.00046181087289433385,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'업글'}), confidence=0.00046181087289433385, lift=1.0)]",1
frozenset({'에너지'}),0.00016271056661562022,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'에너지'}), confidence=0.00016271056661562022, lift=1.0)]",1
frozenset({'에드'}),0.00038524119448698314,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'에드'}), confidence=0.00038524119448698314, lift=1.0)]",1
frozenset({'에버'}),0.0002392802450229709,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'에버'}), confidence=0.0002392802450229709, lift=1.0)]",1
frozenset({'에버랜드'}),0.006209322358346095,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'에버랜드'}), confidence=0.006209322358346095, lift=1.0)]",1
frozenset({'에어'}),0.0002344946401225115,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'에어'}), confidence=0.0002344946401225115, lift=1.0)]",1
frozenset({'에이'}),0.00015313935681470137,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'에이'}), confidence=0.00015313935681470137, lift=1.0)]",1
frozenset({'에코'}),0.00042831163859111793,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'에코'}), confidence=0.00042831163859111793, lift=1.0)]",1
frozenset({'에코랜드'}),0.00024645865237366005,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'에코랜드'}), confidence=0.00024645865237366005, lift=1.0)]",1
frozenset({'엑스'}),0.00019860260336906584,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'엑스'}), confidence=0.00019860260336906584, lift=1.0)]",1
frozenset({'엑스포'}),0.00020338820826952528,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'엑스포'}), confidence=0.00020338820826952528, lift=1.0)]",1
frozenset({'엘'}),0.0001339969372128637,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'엘'}), confidence=0.0001339969372128637, lift=1.0)]",1
frozenset({'엘베'}),0.00013878254211332312,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'엘베'}), confidence=0.00013878254211332312, lift=1.0)]",1
frozenset({'엘지'}),0.000131604134762634,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'엘지'}), confidence=0.000131604134762634, lift=1.0)]",1
frozenset({'엠'}),0.0003230283307810107,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'엠'}), confidence=0.0003230283307810107, lift=1.0)]",1
frozenset({'엠씨'}),0.0001076761102603369,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'엠씨'}), confidence=0.0001076761102603369, lift=1.0)]",1
frozenset({'여'}),0.0058767228177641654,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여'}), confidence=0.0058767228177641654, lift=1.0)]",1
frozenset({'여권'}),0.00011246171516079633,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여권'}), confidence=0.00011246171516079633, lift=1.0)]",1
frozenset({'여기'}),0.004656393568147014,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여기'}), confidence=0.004656393568147014, lift=1.0)]",1
frozenset({'여기저기'}),0.000131604134762634,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여기저기'}), confidence=0.000131604134762634, lift=1.0)]",1
frozenset({'여동생'}),0.00011964012251148545,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여동생'}), confidence=0.00011964012251148545, lift=1.0)]",1
frozenset({'여러가지'}),0.00010289050535987749,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여러가지'}), confidence=0.00010289050535987749, lift=1.0)]",1
frozenset({'여러분'}),0.0004019908116385911,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여러분'}), confidence=0.0004019908116385911, lift=1.0)]",1
frozenset({'여름'}),0.004311830015313936,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여름'}), confidence=0.004311830015313936, lift=1.0)]",1
frozenset({'여름방학'}),0.00017706738131699848,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여름방학'}), confidence=0.00017706738131699848, lift=1.0)]",1
frozenset({'여부'}),0.00011485451761102603,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여부'}), confidence=0.00011485451761102603, lift=1.0)]",1
frozenset({'여수'}),0.0009642993874425728,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여수'}), confidence=0.0009642993874425728, lift=1.0)]",1
frozenset({'여신'}),0.00020338820826952528,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여신'}), confidence=0.00020338820826952528, lift=1.0)]",1
frozenset({'여요'}),0.0004235260336906585,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여요'}), confidence=0.0004235260336906585, lift=1.0)]",1
frozenset({'여유'}),0.0003732771822358346,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여유'}), confidence=0.0003732771822358346, lift=1.0)]",1
frozenset({'여의도'}),0.00025124425727411946,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여의도'}), confidence=0.00025124425727411946, lift=1.0)]",1
frozenset({'여자'}),0.0006460566615620214,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여자'}), confidence=0.0006460566615620214, lift=1.0)]",1
frozenset({'여자친구'}),0.0009116577335375191,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여자친구'}), confidence=0.0009116577335375191, lift=1.0)]",1
frozenset({'여친'}),0.0002919218989280245,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여친'}), confidence=0.0002919218989280245, lift=1.0)]",1
frozenset({'여행'}),0.013964395099540582,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여행'}), confidence=0.013964395099540582, lift=1.0)]",1
frozenset({'여행가'}),0.0027110451761102605,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여행가'}), confidence=0.0027110451761102605, lift=1.0)]",1
frozenset({'여행자'}),0.00011724732006125575,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여행자'}), confidence=0.00011724732006125575, lift=1.0)]",1
frozenset({'여행지'}),0.00027756508422664624,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여행지'}), confidence=0.00027756508422664624, lift=1.0)]",1
frozenset({'역'}),0.0015290007656967842,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'역'}), confidence=0.0015290007656967842, lift=1.0)]",1
frozenset({'역대'}),0.00032542113323124044,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'역대'}), confidence=0.00032542113323124044, lift=1.0)]",1
frozenset({'역사'}),0.00011246171516079633,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'역사'}), confidence=0.00011246171516079633, lift=1.0)]",1
frozenset({'역시'}),0.0025196209800918837,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'역시'}), confidence=0.0025196209800918837, lift=1.0)]",1
frozenset({'연'}),0.0002871362940275651,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'연'}), confidence=0.0002871362940275651, lift=1.0)]",1
frozenset({'연간'}),0.0023234111791730475,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'연간'}), confidence=0.0023234111791730475, lift=1.0)]",1
frozenset({'연결'}),0.00024645865237366005,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'연결'}), confidence=0.00024645865237366005, lift=1.0)]",1
frozenset({'연기'}),0.00011964012251148545,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'연기'}), confidence=0.00011964012251148545, lift=1.0)]",1
frozenset({'연락'}),0.0005383805513016845,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'연락'}), confidence=0.0005383805513016845, lift=1.0)]",1
frozenset({'연말'}),0.0007585183767228178,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'연말'}), confidence=0.0007585183767228178, lift=1.0)]",1
frozenset({'연속'}),0.00018903139356814703,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'연속'}), confidence=0.00018903139356814703, lift=1.0)]",1
frozenset({'연애'}),0.0002153522205206738,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'연애'}), confidence=0.0002153522205206738, lift=1.0)]",1
frozenset({'연인'}),0.0003134571209800919,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'연인'}), confidence=0.0003134571209800919, lift=1.0)]",1
frozenset({'연장'}),0.0003732771822358346,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'연장'}), confidence=0.0003732771822358346, lift=1.0)]",1
frozenset({'연차'}),0.00022253062787136295,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'연차'}), confidence=0.00022253062787136295, lift=1.0)]",1
frozenset({'연휴'}),0.0005982006125574272,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'연휴'}), confidence=0.0005982006125574272, lift=1.0)]",1
frozenset({'열'}),0.0001866385911179173,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'열'}), confidence=0.0001866385911179173, lift=1.0)]",1
frozenset({'열정'}),0.00011006891271056662,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'열정'}), confidence=0.00011006891271056662, lift=1.0)]",1
frozenset({'열차'}),0.0002129594180704441,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'열차'}), confidence=0.0002129594180704441, lift=1.0)]",1
frozenset({'염'}),0.0004402756508422665,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'염'}), confidence=0.0004402756508422665, lift=1.0)]",1
frozenset({'영'}),0.0016582120980091883,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'영'}), confidence=0.0016582120980091883, lift=1.0)]",1
frozenset({'영상'}),0.0011700803981623278,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'영상'}), confidence=0.0011700803981623278, lift=1.0)]",1
frozenset({'영어'}),0.00017467457886676877,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'영어'}), confidence=0.00017467457886676877, lift=1.0)]",1
frozenset({'영업'}),0.00016510336906584992,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'영업'}), confidence=0.00016510336906584992, lift=1.0)]",1
frozenset({'영종도'}),0.00011724732006125575,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'영종도'}), confidence=0.00011724732006125575, lift=1.0)]",1
frozenset({'영화'}),0.00020099540581929555,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'영화'}), confidence=0.00020099540581929555, lift=1.0)]",1
frozenset({'옆'}),0.0007872320061255742,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'옆'}), confidence=0.0007872320061255742, lift=1.0)]",1
frozenset({'예'}),0.0004809532924961715,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'예'}), confidence=0.0004809532924961715, lift=1.0)]",1
frozenset({'예매'}),0.0018927067381317,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'예매'}), confidence=0.0018927067381317, lift=1.0)]",1
frozenset({'예술'}),0.0003325995405819296,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'예술'}), confidence=0.0003325995405819296, lift=1.0)]",1
frozenset({'예약'}),0.01159312787136294,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'예약'}), confidence=0.01159312787136294, lift=1.0)]",1
frozenset({'예전'}),0.00041395482388973965,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'예전'}), confidence=0.00041395482388973965, lift=1.0)]",1
frozenset({'예정'}),0.0008685872894333844,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'예정'}), confidence=0.0008685872894333844, lift=1.0)]",1
frozenset({'옛날'}),0.00015792496171516078,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'옛날'}), confidence=0.00015792496171516078, lift=1.0)]",1
frozenset({'오'}),0.01644812404287902,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오'}), confidence=0.01644812404287902, lift=1.0)]",1
frozenset({'오기'}),0.00015313935681470137,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오기'}), confidence=0.00015313935681470137, lift=1.0)]",1
frozenset({'오늘'}),0.01011198315467075,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오늘'}), confidence=0.01011198315467075, lift=1.0)]",1
frozenset({'오늘이'}),0.00015074655436447167,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오늘이'}), confidence=0.00015074655436447167, lift=1.0)]",1
frozenset({'오라'}),0.00014835375191424196,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오라'}), confidence=0.00014835375191424196, lift=1.0)]",1
frozenset({'오류'}),0.000435490045941807,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오류'}), confidence=0.000435490045941807, lift=1.0)]",1
frozenset({'오름'}),0.00011724732006125575,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오름'}), confidence=0.00011724732006125575, lift=1.0)]",1
frozenset({'오리'}),0.00046659647779479326,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오리'}), confidence=0.00046659647779479326, lift=1.0)]",1
frozenset({'오메'}),0.00012203292496171516,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오메'}), confidence=0.00012203292496171516, lift=1.0)]",1
frozenset({'오버'}),0.00023210183767228177,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오버'}), confidence=0.00023210183767228177, lift=1.0)]",1
frozenset({'오빠'}),0.0005982006125574272,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오빠'}), confidence=0.0005982006125574272, lift=1.0)]",1
frozenset({'오사카'}),0.00023210183767228177,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오사카'}), confidence=0.00023210183767228177, lift=1.0)]",1
frozenset({'오션'}),0.0022659839203675344,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오션'}), confidence=0.0022659839203675344, lift=1.0)]",1
frozenset({'오션월드'}),0.0013830398162327719,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오션월드'}), confidence=0.0013830398162327719, lift=1.0)]",1
frozenset({'오예'}),0.0006412710566615621,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오예'}), confidence=0.0006412710566615621, lift=1.0)]",1
frozenset({'오오'}),0.00035652756508422663,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오오'}), confidence=0.00035652756508422663, lift=1.0)]",1
frozenset({'오오오'}),0.0010145482388973965,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오오오'}), confidence=0.0010145482388973965, lift=1.0)]",1
frozenset({'오오오오'}),0.00033977794793261867,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오오오오'}), confidence=0.00033977794793261867, lift=1.0)]",1
frozenset({'오오오오오'}),0.00016749617151607963,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오오오오오'}), confidence=0.00016749617151607963, lift=1.0)]",1
frozenset({'오우'}),0.0008901225114854518,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오우'}), confidence=0.0008901225114854518, lift=1.0)]",1
frozenset({'오잉'}),0.00014117534456355282,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오잉'}), confidence=0.00014117534456355282, lift=1.0)]",1
frozenset({'오전'}),0.00024645865237366005,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오전'}), confidence=0.00024645865237366005, lift=1.0)]",1
frozenset({'오지'}),0.00010289050535987749,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오지'}), confidence=0.00010289050535987749, lift=1.0)]",1
frozenset({'오징어'}),0.0003924196018376723,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오징어'}), confidence=0.0003924196018376723, lift=1.0)]",1
frozenset({'오크'}),0.00012442572741194486,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오크'}), confidence=0.00012442572741194486, lift=1.0)]",1
frozenset({'오픈'}),0.0011509379785604901,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오픈'}), confidence=0.0011509379785604901, lift=1.0)]",1
frozenset({'오후'}),0.000394812404287902,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오후'}), confidence=0.000394812404287902, lift=1.0)]",1
frozenset({'옥'}),0.0009355857580398162,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'옥'}), confidence=0.0009355857580398162, lift=1.0)]",1
frozenset({'온'}),0.0005934150076569679,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'온'}), confidence=0.0005934150076569679, lift=1.0)]",1
frozenset({'온도'}),0.00027995788667687597,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'온도'}), confidence=0.00027995788667687597, lift=1.0)]",1
frozenset({'온돌'}),0.00017467457886676877,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'온돌'}), confidence=0.00017467457886676877, lift=1.0)]",1
frozenset({'온돌방'}),0.00011724732006125575,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'온돌방'}), confidence=0.00011724732006125575, lift=1.0)]",1
frozenset({'온수'}),0.00020338820826952528,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'온수'}), confidence=0.00020338820826952528, lift=1.0)]",1
frozenset({'온천'}),0.0017946018376722819,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'온천'}), confidence=0.0017946018376722819, lift=1.0)]",1
frozenset({'올여름'}),0.00039002679938744255,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'올여름'}), confidence=0.00039002679938744255, lift=1.0)]",1
frozenset({'올인'}),0.00012442572741194486,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'올인'}), confidence=0.00012442572741194486, lift=1.0)]",1
frozenset({'올해'}),0.0013016845329249618,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'올해'}), confidence=0.0013016845329249618, lift=1.0)]",1
frozenset({'옴'}),0.00016510336906584992,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'옴'}), confidence=0.00016510336906584992, lift=1.0)]",1
frozenset({'옵션'}),0.00030627871362940275,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'옵션'}), confidence=0.00030627871362940275, lift=1.0)]",1
frozenset({'옷'}),0.0005383805513016845,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'옷'}), confidence=0.0005383805513016845, lift=1.0)]",1
frozenset({'옹'}),0.001052833078101072,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'옹'}), confidence=0.001052833078101072, lift=1.0)]",1
frozenset({'옻골'}),0.00022492343032159265,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'옻골'}), confidence=0.00022492343032159265, lift=1.0)]",1
frozenset({'와우'}),0.008953866768759571,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'와우'}), confidence=0.008953866768759571, lift=1.0)]",1
frozenset({'와웅'}),0.0003325995405819296,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'와웅'}), confidence=0.0003325995405819296, lift=1.0)]",1
frozenset({'와이파이'}),0.00016988897396630933,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'와이파이'}), confidence=0.00016988897396630933, lift=1.0)]",1
frozenset({'와이프'}),0.0006245214395099541,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'와이프'}), confidence=0.0006245214395099541, lift=1.0)]",1
frozenset({'와인'}),0.001184437212863706,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'와인'}), confidence=0.001184437212863706, lift=1.0)]",1
frozenset({'완'}),0.00030388591117917307,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'완'}), confidence=0.00030388591117917307, lift=1.0)]",1
frozenset({'완료'}),0.02047042496171516,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'완료'}), confidence=0.02047042496171516, lift=1.0)]",1
frozenset({'완벽'}),0.00017946018376722818,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'완벽'}), confidence=0.00017946018376722818, lift=1.0)]",1
frozenset({'완전'}),0.006517993874425728,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'완전'}), confidence=0.006517993874425728, lift=1.0)]",1
frozenset({'완주'}),0.00011246171516079633,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'완주'}), confidence=0.00011246171516079633, lift=1.0)]",1
frozenset({'완판'}),0.00033977794793261867,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'완판'}), confidence=0.00033977794793261867, lift=1.0)]",1
frozenset({'왓'}),0.00038045558958652373,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'왓'}), confidence=0.00038045558958652373, lift=1.0)]",1
frozenset({'왕'}),0.0008398736600306279,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'왕'}), confidence=0.0008398736600306279, lift=1.0)]",1
frozenset({'왜'}),0.0028235068912710565,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'왜'}), confidence=0.0028235068912710565, lift=1.0)]",1
frozenset({'왜케'}),0.0002105666156202144,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'왜케'}), confidence=0.0002105666156202144, lift=1.0)]",1
frozenset({'왤케'}),0.0001076761102603369,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'왤케'}), confidence=0.0001076761102603369, lift=1.0)]",1
frozenset({'외'}),0.0001842457886676876,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'외'}), confidence=0.0001842457886676876, lift=1.0)]",1
frozenset({'외국'}),0.00028235068912710565,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'외국'}), confidence=0.00028235068912710565, lift=1.0)]",1
frozenset({'외국인'}),0.00011964012251148545,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'외국인'}), confidence=0.00011964012251148545, lift=1.0)]",1
frozenset({'외식'}),0.00022492343032159265,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'외식'}), confidence=0.00022492343032159265, lift=1.0)]",1
frozenset({'요'}),0.02969467840735069,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'요'}), confidence=0.02969467840735069, lift=1.0)]",1
frozenset({'요금'}),0.0021607006125574273,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'요금'}), confidence=0.0021607006125574273, lift=1.0)]",1
frozenset({'요기'}),0.00024645865237366005,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'요기'}), confidence=0.00024645865237366005, lift=1.0)]",1
frozenset({'요새'}),0.00017228177641653904,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'요새'}), confidence=0.00017228177641653904, lift=1.0)]",1
frozenset({'요요'}),0.00019860260336906584,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'요요'}), confidence=0.00019860260336906584, lift=1.0)]",1
frozenset({'요정'}),0.00012442572741194486,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'요정'}), confidence=0.00012442572741194486, lift=1.0)]",1
frozenset({'요즘'}),0.0020386676875957122,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'요즘'}), confidence=0.0020386676875957122, lift=1.0)]",1
frozenset({'요청'}),0.00011006891271056662,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'요청'}), confidence=0.00011006891271056662, lift=1.0)]",1
frozenset({'요트'}),0.0006412710566615621,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'요트'}), confidence=0.0006412710566615621, lift=1.0)]",1
frozenset({'욕'}),0.00018903139356814703,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'욕'}), confidence=0.00018903139356814703, lift=1.0)]",1
frozenset({'욕실'}),0.00016749617151607963,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'욕실'}), confidence=0.00016749617151607963, lift=1.0)]",1
frozenset({'욕심'}),0.00011246171516079633,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'욕심'}), confidence=0.00011246171516079633, lift=1.0)]",1
frozenset({'욕조'}),0.00046181087289433385,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'욕조'}), confidence=0.00046181087289433385, lift=1.0)]",1
frozenset({'욘'}),0.00011964012251148545,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'욘'}), confidence=0.00011964012251148545, lift=1.0)]",1
frozenset({'욜'}),0.00011006891271056662,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'욜'}), confidence=0.00011006891271056662, lift=1.0)]",1
frozenset({'욤'}),0.0014404670750382848,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'욤'}), confidence=0.0014404670750382848, lift=1.0)]",1
frozenset({'욥'}),0.000863801684532925,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'욥'}), confidence=0.000863801684532925, lift=1.0)]",1
frozenset({'욧'}),0.0011724732006125574,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'욧'}), confidence=0.0011724732006125574, lift=1.0)]",1
frozenset({'용'}),0.009997128637059724,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'용'}), confidence=0.009997128637059724, lift=1.0)]",1
frozenset({'용기'}),0.0002105666156202144,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'용기'}), confidence=0.0002105666156202144, lift=1.0)]",1
frozenset({'용산'}),0.00025602986217457887,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'용산'}), confidence=0.00025602986217457887, lift=1.0)]",1
frozenset({'용이'}),0.00011485451761102603,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'용이'}), confidence=0.00011485451761102603, lift=1.0)]",1
frozenset({'용인'}),0.00015074655436447167,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'용인'}), confidence=0.00015074655436447167, lift=1.0)]",1
frozenset({'용평'}),0.00027756508422664624,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'용평'}), confidence=0.00027756508422664624, lift=1.0)]",1
